tipo_label,pixels
1,"[[[925 811]]

 [[927 813]]

 [[927 814]]

 [[928 815]]

 [[928 816]]

 [[929 817]]

 [[929 818]]

 [[930 819]]

 [[930 820]]

 [[931 821]]

 [[931 822]]

 [[932 823]]

 [[932 824]]

 [[933 825]]

 [[933 826]]

 [[934 827]]

 [[934 828]]

 [[935 829]]

 [[935 830]]

 [[936 831]]

 [[936 832]]

 [[937 833]]

 [[937 834]]

 [[938 835]]

 [[938 836]]

 [[939 837]]

 [[939 838]]

 [[938 839]]

 [[912 839]]

 [[911 838]]

 [[911 837]]

 [[912 836]]

 [[912 835]]

 [[913 834]]

 [[913 833]]

 [[914 832]]

 [[914 831]]

 [[915 830]]

 [[915 829]]

 [[916 828]]

 [[916 827]]

 [[917 826]]

 [[917 825]]

 [[918 824]]

 [[918 823]]

 [[919 822]]

 [[919 821]]

 [[920 820]]

 [[920 819]]

 [[921 818]]

 [[921 817]]

 [[922 816]]

 [[922 815]]

 [[923 814]]

 [[923 813]]]"
1,"[[[825 811]]

 [[827 813]]

 [[827 814]]

 [[828 815]]

 [[828 816]]

 [[829 817]]

 [[829 818]]

 [[830 819]]

 [[830 820]]

 [[831 821]]

 [[831 822]]

 [[832 823]]

 [[832 824]]

 [[833 825]]

 [[833 826]]

 [[834 827]]

 [[834 828]]

 [[835 829]]

 [[835 830]]

 [[836 831]]

 [[836 832]]

 [[837 833]]

 [[837 834]]

 [[838 835]]

 [[838 836]]

 [[839 837]]

 [[839 838]]

 [[838 839]]

 [[812 839]]

 [[811 838]]

 [[811 837]]

 [[812 836]]

 [[812 835]]

 [[813 834]]

 [[813 833]]

 [[814 832]]

 [[814 831]]

 [[815 830]]

 [[815 829]]

 [[816 828]]

 [[816 827]]

 [[817 826]]

 [[817 825]]

 [[818 824]]

 [[818 823]]

 [[819 822]]

 [[819 821]]

 [[820 820]]

 [[820 819]]

 [[821 818]]

 [[821 817]]

 [[822 816]]

 [[822 815]]

 [[823 814]]

 [[823 813]]]"
1,"[[[775 811]]

 [[777 813]]

 [[777 814]]

 [[778 815]]

 [[778 816]]

 [[779 817]]

 [[779 818]]

 [[780 819]]

 [[780 820]]

 [[781 821]]

 [[781 822]]

 [[782 823]]

 [[782 824]]

 [[783 825]]

 [[783 826]]

 [[784 827]]

 [[784 828]]

 [[785 829]]

 [[785 830]]

 [[786 831]]

 [[786 832]]

 [[787 833]]

 [[787 834]]

 [[788 835]]

 [[788 836]]

 [[789 837]]

 [[789 838]]

 [[788 839]]

 [[762 839]]

 [[761 838]]

 [[761 837]]

 [[762 836]]

 [[762 835]]

 [[763 834]]

 [[763 833]]

 [[764 832]]

 [[764 831]]

 [[765 830]]

 [[765 829]]

 [[766 828]]

 [[766 827]]

 [[767 826]]

 [[767 825]]

 [[768 824]]

 [[768 823]]

 [[769 822]]

 [[769 821]]

 [[770 820]]

 [[770 819]]

 [[771 818]]

 [[771 817]]

 [[772 816]]

 [[772 815]]

 [[773 814]]

 [[773 813]]]"
1,"[[[ 25 811]]

 [[ 27 813]]

 [[ 27 814]]

 [[ 28 815]]

 [[ 28 816]]

 [[ 29 817]]

 [[ 29 818]]

 [[ 30 819]]

 [[ 30 820]]

 [[ 31 821]]

 [[ 31 822]]

 [[ 32 823]]

 [[ 32 824]]

 [[ 33 825]]

 [[ 33 826]]

 [[ 34 827]]

 [[ 34 828]]

 [[ 35 829]]

 [[ 35 830]]

 [[ 36 831]]

 [[ 36 832]]

 [[ 37 833]]

 [[ 37 834]]

 [[ 38 835]]

 [[ 38 836]]

 [[ 39 837]]

 [[ 39 838]]

 [[ 38 839]]

 [[ 12 839]]

 [[ 11 838]]

 [[ 11 837]]

 [[ 12 836]]

 [[ 12 835]]

 [[ 13 834]]

 [[ 13 833]]

 [[ 14 832]]

 [[ 14 831]]

 [[ 15 830]]

 [[ 15 829]]

 [[ 16 828]]

 [[ 16 827]]

 [[ 17 826]]

 [[ 17 825]]

 [[ 18 824]]

 [[ 18 823]]

 [[ 19 822]]

 [[ 19 821]]

 [[ 20 820]]

 [[ 20 819]]

 [[ 21 818]]

 [[ 21 817]]

 [[ 22 816]]

 [[ 22 815]]

 [[ 23 814]]

 [[ 23 813]]]"
1,"[[[625 810]]

 [[627 812]]

 [[627 813]]

 [[628 814]]

 [[628 815]]

 [[629 816]]

 [[629 817]]

 [[630 818]]

 [[630 819]]

 [[631 820]]

 [[631 821]]

 [[632 822]]

 [[632 823]]

 [[633 824]]

 [[633 825]]

 [[634 826]]

 [[634 827]]

 [[635 828]]

 [[635 829]]

 [[636 830]]

 [[636 831]]

 [[637 832]]

 [[637 833]]

 [[638 834]]

 [[638 835]]

 [[639 836]]

 [[639 837]]

 [[640 838]]

 [[640 839]]

 [[639 840]]

 [[611 840]]

 [[610 839]]

 [[610 838]]

 [[611 837]]

 [[611 836]]

 [[612 835]]

 [[612 834]]

 [[613 833]]

 [[613 832]]

 [[614 831]]

 [[614 830]]

 [[615 829]]

 [[615 828]]

 [[616 827]]

 [[616 826]]

 [[617 825]]

 [[617 824]]

 [[618 823]]

 [[618 822]]

 [[619 821]]

 [[619 820]]

 [[620 819]]

 [[620 818]]

 [[621 817]]

 [[621 816]]

 [[622 815]]

 [[622 814]]

 [[623 813]]

 [[623 812]]]"
1,"[[[125 809]]

 [[127 811]]

 [[127 812]]

 [[128 813]]

 [[128 814]]

 [[129 815]]

 [[129 816]]

 [[130 817]]

 [[130 818]]

 [[131 819]]

 [[131 820]]

 [[132 821]]

 [[132 822]]

 [[133 823]]

 [[133 824]]

 [[134 825]]

 [[134 826]]

 [[135 827]]

 [[135 828]]

 [[136 829]]

 [[136 830]]

 [[137 831]]

 [[137 832]]

 [[138 833]]

 [[138 834]]

 [[139 835]]

 [[139 836]]

 [[140 837]]

 [[140 838]]

 [[141 839]]

 [[141 840]]

 [[140 841]]

 [[110 841]]

 [[109 840]]

 [[109 839]]

 [[110 838]]

 [[110 837]]

 [[111 836]]

 [[111 835]]

 [[112 834]]

 [[112 833]]

 [[113 832]]

 [[113 831]]

 [[114 830]]

 [[114 829]]

 [[115 828]]

 [[115 827]]

 [[116 826]]

 [[116 825]]

 [[117 824]]

 [[117 823]]

 [[118 822]]

 [[118 821]]

 [[119 820]]

 [[119 819]]

 [[120 818]]

 [[120 817]]

 [[121 816]]

 [[121 815]]

 [[122 814]]

 [[122 813]]

 [[123 812]]

 [[123 811]]]"
1,"[[[375 807]]

 [[377 809]]

 [[377 810]]

 [[378 811]]

 [[378 812]]

 [[379 813]]

 [[379 814]]

 [[380 815]]

 [[380 816]]

 [[381 817]]

 [[381 818]]

 [[382 819]]

 [[382 820]]

 [[383 821]]

 [[383 822]]

 [[384 823]]

 [[384 824]]

 [[385 825]]

 [[385 826]]

 [[386 827]]

 [[386 828]]

 [[387 829]]

 [[387 830]]

 [[388 831]]

 [[388 832]]

 [[389 833]]

 [[389 834]]

 [[390 835]]

 [[390 836]]

 [[391 837]]

 [[391 838]]

 [[392 839]]

 [[392 840]]

 [[393 841]]

 [[393 842]]

 [[392 843]]

 [[358 843]]

 [[357 842]]

 [[357 841]]

 [[358 840]]

 [[358 839]]

 [[359 838]]

 [[359 837]]

 [[360 836]]

 [[360 835]]

 [[361 834]]

 [[361 833]]

 [[362 832]]

 [[362 831]]

 [[363 830]]

 [[363 829]]

 [[364 828]]

 [[364 827]]

 [[365 826]]

 [[365 825]]

 [[366 824]]

 [[366 823]]

 [[367 822]]

 [[367 821]]

 [[368 820]]

 [[368 819]]

 [[369 818]]

 [[369 817]]

 [[370 816]]

 [[370 815]]

 [[371 814]]

 [[371 813]]

 [[372 812]]

 [[372 811]]

 [[373 810]]

 [[373 809]]]"
1,"[[[275 807]]

 [[277 809]]

 [[277 810]]

 [[278 811]]

 [[278 812]]

 [[279 813]]

 [[279 814]]

 [[280 815]]

 [[280 816]]

 [[281 817]]

 [[281 818]]

 [[282 819]]

 [[282 820]]

 [[283 821]]

 [[283 822]]

 [[284 823]]

 [[284 824]]

 [[285 825]]

 [[285 826]]

 [[286 827]]

 [[286 828]]

 [[287 829]]

 [[287 830]]

 [[288 831]]

 [[288 832]]

 [[289 833]]

 [[289 834]]

 [[290 835]]

 [[290 836]]

 [[291 837]]

 [[291 838]]

 [[292 839]]

 [[292 840]]

 [[293 841]]

 [[293 842]]

 [[292 843]]

 [[258 843]]

 [[257 842]]

 [[257 841]]

 [[258 840]]

 [[258 839]]

 [[259 838]]

 [[259 837]]

 [[260 836]]

 [[260 835]]

 [[261 834]]

 [[261 833]]

 [[262 832]]

 [[262 831]]

 [[263 830]]

 [[263 829]]

 [[264 828]]

 [[264 827]]

 [[265 826]]

 [[265 825]]

 [[266 824]]

 [[266 823]]

 [[267 822]]

 [[267 821]]

 [[268 820]]

 [[268 819]]

 [[269 818]]

 [[269 817]]

 [[270 816]]

 [[270 815]]

 [[271 814]]

 [[271 813]]

 [[272 812]]

 [[272 811]]

 [[273 810]]

 [[273 809]]]"
1,"[[[775 768]]

 [[777 770]]

 [[777 771]]

 [[778 772]]

 [[778 773]]

 [[779 774]]

 [[779 775]]

 [[780 776]]

 [[780 777]]

 [[781 778]]

 [[781 779]]

 [[782 780]]

 [[782 781]]

 [[781 782]]

 [[769 782]]

 [[768 781]]

 [[768 780]]

 [[769 779]]

 [[769 778]]

 [[770 777]]

 [[770 776]]

 [[771 775]]

 [[771 774]]

 [[772 773]]

 [[772 772]]

 [[773 771]]

 [[773 770]]]"
1,"[[[625 768]]

 [[627 770]]

 [[627 771]]

 [[628 772]]

 [[628 773]]

 [[629 774]]

 [[629 775]]

 [[630 776]]

 [[630 777]]

 [[631 778]]

 [[631 779]]

 [[632 780]]

 [[632 781]]

 [[631 782]]

 [[619 782]]

 [[618 781]]

 [[618 780]]

 [[619 779]]

 [[619 778]]

 [[620 777]]

 [[620 776]]

 [[621 775]]

 [[621 774]]

 [[622 773]]

 [[622 772]]

 [[623 771]]

 [[623 770]]]"
1,"[[[275 767]]

 [[277 769]]

 [[277 770]]

 [[278 771]]

 [[278 772]]

 [[279 773]]

 [[279 774]]

 [[280 775]]

 [[280 776]]

 [[281 777]]

 [[281 778]]

 [[282 779]]

 [[282 780]]

 [[283 781]]

 [[283 782]]

 [[282 783]]

 [[268 783]]

 [[267 782]]

 [[267 781]]

 [[268 780]]

 [[268 779]]

 [[269 778]]

 [[269 777]]

 [[270 776]]

 [[270 775]]

 [[271 774]]

 [[271 773]]

 [[272 772]]

 [[272 771]]

 [[273 770]]

 [[273 769]]]"
1,"[[[ 25 767]]

 [[ 27 769]]

 [[ 27 770]]

 [[ 28 771]]

 [[ 28 772]]

 [[ 29 773]]

 [[ 29 774]]

 [[ 30 775]]

 [[ 30 776]]

 [[ 31 777]]

 [[ 31 778]]

 [[ 32 779]]

 [[ 32 780]]

 [[ 33 781]]

 [[ 33 782]]

 [[ 32 783]]

 [[ 18 783]]

 [[ 17 782]]

 [[ 17 781]]

 [[ 18 780]]

 [[ 18 779]]

 [[ 19 778]]

 [[ 19 777]]

 [[ 20 776]]

 [[ 20 775]]

 [[ 21 774]]

 [[ 21 773]]

 [[ 22 772]]

 [[ 22 771]]

 [[ 23 770]]

 [[ 23 769]]]"
1,"[[[725 766]]

 [[727 768]]

 [[727 769]]

 [[728 770]]

 [[728 771]]

 [[729 772]]

 [[729 773]]

 [[730 774]]

 [[730 775]]

 [[731 776]]

 [[731 777]]

 [[732 778]]

 [[732 779]]

 [[733 780]]

 [[733 781]]

 [[734 782]]

 [[734 783]]

 [[733 784]]

 [[717 784]]

 [[716 783]]

 [[716 782]]

 [[717 781]]

 [[717 780]]

 [[718 779]]

 [[718 778]]

 [[719 777]]

 [[719 776]]

 [[720 775]]

 [[720 774]]

 [[721 773]]

 [[721 772]]

 [[722 771]]

 [[722 770]]

 [[723 769]]

 [[723 768]]]"
1,"[[[175 766]]

 [[177 768]]

 [[177 769]]

 [[178 770]]

 [[178 771]]

 [[179 772]]

 [[179 773]]

 [[180 774]]

 [[180 775]]

 [[181 776]]

 [[181 777]]

 [[182 778]]

 [[182 779]]

 [[183 780]]

 [[183 781]]

 [[184 782]]

 [[184 783]]

 [[183 784]]

 [[167 784]]

 [[166 783]]

 [[166 782]]

 [[167 781]]

 [[167 780]]

 [[168 779]]

 [[168 778]]

 [[169 777]]

 [[169 776]]

 [[170 775]]

 [[170 774]]

 [[171 773]]

 [[171 772]]

 [[172 771]]

 [[172 770]]

 [[173 769]]

 [[173 768]]]"
1,"[[[575 765]]

 [[577 767]]

 [[577 768]]

 [[578 769]]

 [[578 770]]

 [[579 771]]

 [[579 772]]

 [[580 773]]

 [[580 774]]

 [[581 775]]

 [[581 776]]

 [[582 777]]

 [[582 778]]

 [[583 779]]

 [[583 780]]

 [[584 781]]

 [[584 782]]

 [[585 783]]

 [[585 784]]

 [[584 785]]

 [[566 785]]

 [[565 784]]

 [[565 783]]

 [[566 782]]

 [[566 781]]

 [[567 780]]

 [[567 779]]

 [[568 778]]

 [[568 777]]

 [[569 776]]

 [[569 775]]

 [[570 774]]

 [[570 773]]

 [[571 772]]

 [[571 771]]

 [[572 770]]

 [[572 769]]

 [[573 768]]

 [[573 767]]]"
1,"[[[925 764]]

 [[927 766]]

 [[927 767]]

 [[928 768]]

 [[928 769]]

 [[929 770]]

 [[929 771]]

 [[930 772]]

 [[930 773]]

 [[931 774]]

 [[931 775]]

 [[932 776]]

 [[932 777]]

 [[933 778]]

 [[933 779]]

 [[934 780]]

 [[934 781]]

 [[935 782]]

 [[935 783]]

 [[936 784]]

 [[936 785]]

 [[935 786]]

 [[915 786]]

 [[914 785]]

 [[914 784]]

 [[915 783]]

 [[915 782]]

 [[916 781]]

 [[916 780]]

 [[917 779]]

 [[917 778]]

 [[918 777]]

 [[918 776]]

 [[919 775]]

 [[919 774]]

 [[920 773]]

 [[920 772]]

 [[921 771]]

 [[921 770]]

 [[922 769]]

 [[922 768]]

 [[923 767]]

 [[923 766]]]"
1,"[[[ 75 761]]

 [[ 77 763]]

 [[ 77 764]]

 [[ 78 765]]

 [[ 78 766]]

 [[ 79 767]]

 [[ 79 768]]

 [[ 80 769]]

 [[ 80 770]]

 [[ 81 771]]

 [[ 81 772]]

 [[ 82 773]]

 [[ 82 774]]

 [[ 83 775]]

 [[ 83 776]]

 [[ 84 777]]

 [[ 84 778]]

 [[ 85 779]]

 [[ 85 780]]

 [[ 86 781]]

 [[ 86 782]]

 [[ 87 783]]

 [[ 87 784]]

 [[ 88 785]]

 [[ 88 786]]

 [[ 89 787]]

 [[ 89 788]]

 [[ 88 789]]

 [[ 62 789]]

 [[ 61 788]]

 [[ 61 787]]

 [[ 62 786]]

 [[ 62 785]]

 [[ 63 784]]

 [[ 63 783]]

 [[ 64 782]]

 [[ 64 781]]

 [[ 65 780]]

 [[ 65 779]]

 [[ 66 778]]

 [[ 66 777]]

 [[ 67 776]]

 [[ 67 775]]

 [[ 68 774]]

 [[ 68 773]]

 [[ 69 772]]

 [[ 69 771]]

 [[ 70 770]]

 [[ 70 769]]

 [[ 71 768]]

 [[ 71 767]]

 [[ 72 766]]

 [[ 72 765]]

 [[ 73 764]]

 [[ 73 763]]]"
1,"[[[225 760]]

 [[227 762]]

 [[227 763]]

 [[228 764]]

 [[228 765]]

 [[229 766]]

 [[229 767]]

 [[230 768]]

 [[230 769]]

 [[231 770]]

 [[231 771]]

 [[232 772]]

 [[232 773]]

 [[233 774]]

 [[233 775]]

 [[234 776]]

 [[234 777]]

 [[235 778]]

 [[235 779]]

 [[236 780]]

 [[236 781]]

 [[237 782]]

 [[237 783]]

 [[238 784]]

 [[238 785]]

 [[239 786]]

 [[239 787]]

 [[240 788]]

 [[240 789]]

 [[239 790]]

 [[211 790]]

 [[210 789]]

 [[210 788]]

 [[211 787]]

 [[211 786]]

 [[212 785]]

 [[212 784]]

 [[213 783]]

 [[213 782]]

 [[214 781]]

 [[214 780]]

 [[215 779]]

 [[215 778]]

 [[216 777]]

 [[216 776]]

 [[217 775]]

 [[217 774]]

 [[218 773]]

 [[218 772]]

 [[219 771]]

 [[219 770]]

 [[220 769]]

 [[220 768]]

 [[221 767]]

 [[221 766]]

 [[222 765]]

 [[222 764]]

 [[223 763]]

 [[223 762]]]"
1,"[[[875 759]]

 [[877 761]]

 [[877 762]]

 [[878 763]]

 [[878 764]]

 [[879 765]]

 [[879 766]]

 [[880 767]]

 [[880 768]]

 [[881 769]]

 [[881 770]]

 [[882 771]]

 [[882 772]]

 [[883 773]]

 [[883 774]]

 [[884 775]]

 [[884 776]]

 [[885 777]]

 [[885 778]]

 [[886 779]]

 [[886 780]]

 [[887 781]]

 [[887 782]]

 [[888 783]]

 [[888 784]]

 [[889 785]]

 [[889 786]]

 [[890 787]]

 [[890 788]]

 [[891 789]]

 [[891 790]]

 [[890 791]]

 [[860 791]]

 [[859 790]]

 [[859 789]]

 [[860 788]]

 [[860 787]]

 [[861 786]]

 [[861 785]]

 [[862 784]]

 [[862 783]]

 [[863 782]]

 [[863 781]]

 [[864 780]]

 [[864 779]]

 [[865 778]]

 [[865 777]]

 [[866 776]]

 [[866 775]]

 [[867 774]]

 [[867 773]]

 [[868 772]]

 [[868 771]]

 [[869 770]]

 [[869 769]]

 [[870 768]]

 [[870 767]]

 [[871 766]]

 [[871 765]]

 [[872 764]]

 [[872 763]]

 [[873 762]]

 [[873 761]]]"
1,"[[[325 759]]

 [[327 761]]

 [[327 762]]

 [[328 763]]

 [[328 764]]

 [[329 765]]

 [[329 766]]

 [[330 767]]

 [[330 768]]

 [[331 769]]

 [[331 770]]

 [[332 771]]

 [[332 772]]

 [[333 773]]

 [[333 774]]

 [[334 775]]

 [[334 776]]

 [[335 777]]

 [[335 778]]

 [[336 779]]

 [[336 780]]

 [[337 781]]

 [[337 782]]

 [[338 783]]

 [[338 784]]

 [[339 785]]

 [[339 786]]

 [[340 787]]

 [[340 788]]

 [[341 789]]

 [[341 790]]

 [[340 791]]

 [[310 791]]

 [[309 790]]

 [[309 789]]

 [[310 788]]

 [[310 787]]

 [[311 786]]

 [[311 785]]

 [[312 784]]

 [[312 783]]

 [[313 782]]

 [[313 781]]

 [[314 780]]

 [[314 779]]

 [[315 778]]

 [[315 777]]

 [[316 776]]

 [[316 775]]

 [[317 774]]

 [[317 773]]

 [[318 772]]

 [[318 771]]

 [[319 770]]

 [[319 769]]

 [[320 768]]

 [[320 767]]

 [[321 766]]

 [[321 765]]

 [[322 764]]

 [[322 763]]

 [[323 762]]

 [[323 761]]]"
1,"[[[975 757]]

 [[977 759]]

 [[977 760]]

 [[978 761]]

 [[978 762]]

 [[979 763]]

 [[979 764]]

 [[980 765]]

 [[980 766]]

 [[981 767]]

 [[981 768]]

 [[982 769]]

 [[982 770]]

 [[983 771]]

 [[983 772]]

 [[984 773]]

 [[984 774]]

 [[985 775]]

 [[985 776]]

 [[986 777]]

 [[986 778]]

 [[987 779]]

 [[987 780]]

 [[988 781]]

 [[988 782]]

 [[989 783]]

 [[989 784]]

 [[990 785]]

 [[990 786]]

 [[991 787]]

 [[991 788]]

 [[992 789]]

 [[992 790]]

 [[993 791]]

 [[993 792]]

 [[992 793]]

 [[958 793]]

 [[957 792]]

 [[957 791]]

 [[958 790]]

 [[958 789]]

 [[959 788]]

 [[959 787]]

 [[960 786]]

 [[960 785]]

 [[961 784]]

 [[961 783]]

 [[962 782]]

 [[962 781]]

 [[963 780]]

 [[963 779]]

 [[964 778]]

 [[964 777]]

 [[965 776]]

 [[965 775]]

 [[966 774]]

 [[966 773]]

 [[967 772]]

 [[967 771]]

 [[968 770]]

 [[968 769]]

 [[969 768]]

 [[969 767]]

 [[970 766]]

 [[970 765]]

 [[971 764]]

 [[971 763]]

 [[972 762]]

 [[972 761]]

 [[973 760]]

 [[973 759]]]"
1,"[[[675 757]]

 [[677 759]]

 [[677 760]]

 [[678 761]]

 [[678 762]]

 [[679 763]]

 [[679 764]]

 [[680 765]]

 [[680 766]]

 [[681 767]]

 [[681 768]]

 [[682 769]]

 [[682 770]]

 [[683 771]]

 [[683 772]]

 [[684 773]]

 [[684 774]]

 [[685 775]]

 [[685 776]]

 [[686 777]]

 [[686 778]]

 [[687 779]]

 [[687 780]]

 [[688 781]]

 [[688 782]]

 [[689 783]]

 [[689 784]]

 [[690 785]]

 [[690 786]]

 [[691 787]]

 [[691 788]]

 [[692 789]]

 [[692 790]]

 [[693 791]]

 [[693 792]]

 [[692 793]]

 [[658 793]]

 [[657 792]]

 [[657 791]]

 [[658 790]]

 [[658 789]]

 [[659 788]]

 [[659 787]]

 [[660 786]]

 [[660 785]]

 [[661 784]]

 [[661 783]]

 [[662 782]]

 [[662 781]]

 [[663 780]]

 [[663 779]]

 [[664 778]]

 [[664 777]]

 [[665 776]]

 [[665 775]]

 [[666 774]]

 [[666 773]]

 [[667 772]]

 [[667 771]]

 [[668 770]]

 [[668 769]]

 [[669 768]]

 [[669 767]]

 [[670 766]]

 [[670 765]]

 [[671 764]]

 [[671 763]]

 [[672 762]]

 [[672 761]]

 [[673 760]]

 [[673 759]]]"
1,"[[[375 757]]

 [[377 759]]

 [[377 760]]

 [[378 761]]

 [[378 762]]

 [[379 763]]

 [[379 764]]

 [[380 765]]

 [[380 766]]

 [[381 767]]

 [[381 768]]

 [[382 769]]

 [[382 770]]

 [[383 771]]

 [[383 772]]

 [[384 773]]

 [[384 774]]

 [[385 775]]

 [[385 776]]

 [[386 777]]

 [[386 778]]

 [[387 779]]

 [[387 780]]

 [[388 781]]

 [[388 782]]

 [[389 783]]

 [[389 784]]

 [[390 785]]

 [[390 786]]

 [[391 787]]

 [[391 788]]

 [[392 789]]

 [[392 790]]

 [[393 791]]

 [[393 792]]

 [[392 793]]

 [[358 793]]

 [[357 792]]

 [[357 791]]

 [[358 790]]

 [[358 789]]

 [[359 788]]

 [[359 787]]

 [[360 786]]

 [[360 785]]

 [[361 784]]

 [[361 783]]

 [[362 782]]

 [[362 781]]

 [[363 780]]

 [[363 779]]

 [[364 778]]

 [[364 777]]

 [[365 776]]

 [[365 775]]

 [[366 774]]

 [[366 773]]

 [[367 772]]

 [[367 771]]

 [[368 770]]

 [[368 769]]

 [[369 768]]

 [[369 767]]

 [[370 766]]

 [[370 765]]

 [[371 764]]

 [[371 763]]

 [[372 762]]

 [[372 761]]

 [[373 760]]

 [[373 759]]]"
1,"[[[475 756]]

 [[477 758]]

 [[477 759]]

 [[478 760]]

 [[478 761]]

 [[479 762]]

 [[479 763]]

 [[480 764]]

 [[480 765]]

 [[481 766]]

 [[481 767]]

 [[482 768]]

 [[482 769]]

 [[483 770]]

 [[483 771]]

 [[484 772]]

 [[484 773]]

 [[485 774]]

 [[485 775]]

 [[486 776]]

 [[486 777]]

 [[487 778]]

 [[487 779]]

 [[488 780]]

 [[488 781]]

 [[489 782]]

 [[489 783]]

 [[490 784]]

 [[490 785]]

 [[491 786]]

 [[491 787]]

 [[492 788]]

 [[492 789]]

 [[493 790]]

 [[493 791]]

 [[494 792]]

 [[494 793]]

 [[493 794]]

 [[457 794]]

 [[456 793]]

 [[456 792]]

 [[457 791]]

 [[457 790]]

 [[458 789]]

 [[458 788]]

 [[459 787]]

 [[459 786]]

 [[460 785]]

 [[460 784]]

 [[461 783]]

 [[461 782]]

 [[462 781]]

 [[462 780]]

 [[463 779]]

 [[463 778]]

 [[464 777]]

 [[464 776]]

 [[465 775]]

 [[465 774]]

 [[466 773]]

 [[466 772]]

 [[467 771]]

 [[467 770]]

 [[468 769]]

 [[468 768]]

 [[469 767]]

 [[469 766]]

 [[470 765]]

 [[470 764]]

 [[471 763]]

 [[471 762]]

 [[472 761]]

 [[472 760]]

 [[473 759]]

 [[473 758]]]"
1,"[[[425 756]]

 [[427 758]]

 [[427 759]]

 [[428 760]]

 [[428 761]]

 [[429 762]]

 [[429 763]]

 [[430 764]]

 [[430 765]]

 [[431 766]]

 [[431 767]]

 [[432 768]]

 [[432 769]]

 [[433 770]]

 [[433 771]]

 [[434 772]]

 [[434 773]]

 [[435 774]]

 [[435 775]]

 [[436 776]]

 [[436 777]]

 [[437 778]]

 [[437 779]]

 [[438 780]]

 [[438 781]]

 [[439 782]]

 [[439 783]]

 [[440 784]]

 [[440 785]]

 [[441 786]]

 [[441 787]]

 [[442 788]]

 [[442 789]]

 [[443 790]]

 [[443 791]]

 [[444 792]]

 [[444 793]]

 [[443 794]]

 [[407 794]]

 [[406 793]]

 [[406 792]]

 [[407 791]]

 [[407 790]]

 [[408 789]]

 [[408 788]]

 [[409 787]]

 [[409 786]]

 [[410 785]]

 [[410 784]]

 [[411 783]]

 [[411 782]]

 [[412 781]]

 [[412 780]]

 [[413 779]]

 [[413 778]]

 [[414 777]]

 [[414 776]]

 [[415 775]]

 [[415 774]]

 [[416 773]]

 [[416 772]]

 [[417 771]]

 [[417 770]]

 [[418 769]]

 [[418 768]]

 [[419 767]]

 [[419 766]]

 [[420 765]]

 [[420 764]]

 [[421 763]]

 [[421 762]]

 [[422 761]]

 [[422 760]]

 [[423 759]]

 [[423 758]]]"
1,"[[[525 755]]

 [[527 757]]

 [[527 758]]

 [[528 759]]

 [[528 760]]

 [[529 761]]

 [[529 762]]

 [[530 763]]

 [[530 764]]

 [[531 765]]

 [[531 766]]

 [[532 767]]

 [[532 768]]

 [[533 769]]

 [[533 770]]

 [[534 771]]

 [[534 772]]

 [[535 773]]

 [[535 774]]

 [[536 775]]

 [[536 776]]

 [[537 777]]

 [[537 778]]

 [[538 779]]

 [[538 780]]

 [[539 781]]

 [[539 782]]

 [[540 783]]

 [[540 784]]

 [[541 785]]

 [[541 786]]

 [[542 787]]

 [[542 788]]

 [[543 789]]

 [[543 790]]

 [[544 791]]

 [[544 792]]

 [[545 793]]

 [[545 794]]

 [[544 795]]

 [[506 795]]

 [[505 794]]

 [[505 793]]

 [[506 792]]

 [[506 791]]

 [[507 790]]

 [[507 789]]

 [[508 788]]

 [[508 787]]

 [[509 786]]

 [[509 785]]

 [[510 784]]

 [[510 783]]

 [[511 782]]

 [[511 781]]

 [[512 780]]

 [[512 779]]

 [[513 778]]

 [[513 777]]

 [[514 776]]

 [[514 775]]

 [[515 774]]

 [[515 773]]

 [[516 772]]

 [[516 771]]

 [[517 770]]

 [[517 769]]

 [[518 768]]

 [[518 767]]

 [[519 766]]

 [[519 765]]

 [[520 764]]

 [[520 763]]

 [[521 762]]

 [[521 761]]

 [[522 760]]

 [[522 759]]

 [[523 758]]

 [[523 757]]]"
